num_examples,acc,asr,method,model,mask_rate,task
8,50.0,50.0,BERT-ATTACK,pred-gemini-1.5-flash,0.05,sst2
8,50.0,50.0,BERT-ATTACK,pred-gemini-1.5-flash-8b,0.05,sst2
