num_examples,acc,asr,method,model,mask_rate,task
19,94.73684210526315,5.263157894736848,TextBugger,pred-gemini-1.5-flash,0.05,sst2
19,89.47368421052632,10.526315789473683,TextBugger,pred-gemini-1.5-flash-8b,0.05,sst2
