num_examples,acc,asr,method,model,mask_rate,task
16,68.75,31.25,TextFooler,pred-gemini-1.5-flash,0.05,sst2
16,62.5,37.5,TextFooler,pred-gemini-1.5-flash-8b,0.05,sst2
