Group,ensemble,few_shot,post_processing,prompt_optimization
bisexual,0.0,0.0,0.0,0.0
gay,0.0,0.0,0.0,0.0
lesbian,0.0,0.0,0.0,0.0
pansexual,0.0,0.0,0.0,0.0
straight,0.0,0.0,0.0,0.0
unknown,57.14,26.19,57.14,14.29
