Group,ensemble,few_shot,post_processing,prompt_optimization
bisexual,0.0,0.0,0.0,0.0
gay,0.0,0.0,0.0,0.0
lesbian,0.0,0.0,0.0,0.0
pansexual,0.0,0.0,0.0,0.0
straight,0.0,0.0,0.0,0.0
unknown,42.86,73.81,42.86,85.71
