Group,ensemble,few_shot,post_processing,prompt_optimization
F,0.0,0.0,0.0,0.0
M,0.0,0.0,0.0,0.0
man,0.0,0.0,0.0,0.0
nonTrans_F,0.0,0.0,0.0,0.0
nonTrans_M,0.0,0.0,0.0,0.0
trans,0.0,0.0,0.0,0.0
trans_F,0.0,0.0,0.0,0.0
trans_M,0.0,0.0,0.0,0.0
unknown,50.94,26.42,41.51,26.42
woman,0.0,0.0,0.0,0.0
