Group,ensemble,few_shot,post_processing,prompt_optimization
F,46.15,61.54,30.77,38.46
M,47.83,43.48,43.48,39.13
man,33.33,33.33,33.33,33.33
nonTrans_F,100.0,100.0,100.0,100.0
nonTrans_M,100.0,100.0,100.0,0.0
trans,50.0,100.0,100.0,100.0
trans_F,100.0,100.0,100.0,0.0
trans_M,0.0,0.0,0.0,50.0
unknown,47.17,37.74,47.17,54.72
woman,0.0,0.0,0.0,0.0
